,record#,T_HMP,RH,SYNOP,PRECIP,PRECIP_24,PRESS
2019-10-14 19:00:00,106,-3.108,47.18,0,-0.030,694.100,536.91
2019-10-14 20:00:00,107,-3.124,46.99,0,-0.060,694.000,536.64
2019-10-14 21:00:00,108,-4.19,48.96,0,-0.080,693.900,536.62
2019-10-14 22:00:00,109,-4.199,50.75,0,-0.040,693.900,536.47
2019-10-14 23:00:00,110,-4.641,47.57,0,-0.040,693.900,536.23
2019-10-15 00:00:00,111,-4.913,52.26,0,-0.040,693.800,536.23
2019-10-15 01:00:00,112,-5.063,47.49,0,-0.050,693.800,536.55
2019-10-15 02:00:00,113,-5.519,46.84,0,-0.030,693.700,536.96
2019-10-15 03:00:00,114,-5.46,50.36,0,-0.040,693.700,537.48
2019-10-15 04:00:00,115,-2.61,33.21,0,0.160,693.900,537.81
2019-10-15 05:00:00,116,-0.959,30.87,0,-0.220,693.600,538.12
2019-10-15 06:00:00,117,0.151,33.12,0,-0.090,693.600,537.95
2019-10-15 07:00:00,118,1.276,39.18,0,-0.070,693.500,537.5
2019-10-15 08:00:00,119,1.168,44.59,0,-0.090,693.400,537.14
2019-10-15 09:00:00,120,1.438,45.31,0,-0.050,693.300,536.84
2019-10-15 10:00:00,121,0.956,68.89,0,-0.070,693.300,536.67
2019-10-15 11:00:00,122,-0.612,82.2,0,-0.080,693.200,536.86
2019-10-15 12:00:00,123,-2.92,90.6,0,693.200,0.000,536.95
2019-10-15 13:00:00,124,-3.249,92.7,0,0.000,0.000,537.13
2019-10-15 14:00:00,125,-3.872,94.8,0,-0.010,-0.010,537.22
2019-10-15 15:00:00,126,-3.211,69.24,0,-0.020,-0.030,537.5
2019-10-15 16:00:00,127,-2.802,82.4,0,-0.050,-0.080,537.58
2019-10-15 17:00:00,128,-4.122,97.6,0,-0.030,-0.110,537.74
2019-10-15 18:00:00,129,-5.052,97,0,0.010,-0.100,537.75
2019-10-15 19:00:00,130,-5.536,91.8,0,-0.040,-0.140,537.22
2019-10-15 20:00:00,131,-4.809,80.8,0,-0.030,-0.170,536.93
2019-10-15 21:00:00,132,-5.936,92.7,0,-0.040,-0.210,536.87
2019-10-15 22:00:00,133,-6.565,94.4,0,0.000,-0.210,536.46
2019-10-15 23:00:00,134,-7.065,96,0,-0.010,-0.220,536.35
2019-10-16 00:00:00,135,-7.048,86.5,0,-0.020,-0.240,536.54
2019-10-16 01:00:00,136,-6.589,73.14,0,692.900,692.900,536.82
2019-10-16 02:00:00,137,-6.312,66.68,0,-0.040,692.900,537.26
2019-10-16 03:00:00,138,-6.173,66.78,0,-0.030,692.800,537.6
2019-10-16 04:00:00,139,-4.139,37.25,0,0.340,693.200,537.94
2019-10-16 05:00:00,140,-2.189,42.7,0,-0.230,692.900,538.16
2019-10-16 06:00:00,141,-0.826,42.25,0,-0.080,692.900,537.9
2019-10-16 07:00:00,142,0.013,32.6,0,-0.150,692.700,537.43
2019-10-16 08:00:00,143,0.463,40.61,0,-0.070,692.600,537.03
2019-10-16 09:00:00,144,0.395,42.68,0,-0.070,692.600,536.62
2019-10-16 10:00:00,145,0.433,51.01,0,-0.070,692.500,536.3
2019-10-16 11:00:00,146,-0.544,74,0,-0.050,692.400,536.36
2019-10-16 12:00:00,147,-2.953,88.7,0,-0.070,0.000,536.52
2019-10-16 13:00:00,148,-4.182,92.9,0,0.040,0.040,536.62
2019-10-16 14:00:00,149,-4.816,93.2,0,692.400,692.400,536.76
2019-10-16 15:00:00,150,-4.809,94.7,0,-0.040,692.400,537.11
2019-10-16 16:00:00,151,-5.431,97.7,0,-0.010,692.300,537.35
2019-10-16 17:00:00,152,-5.688,95.5,0,-0.010,692.300,537.53
2019-10-16 18:00:00,153,-5.795,93.2,0,-0.050,692.300,537.48
2019-10-16 19:00:00,154,-6.162,92.2,0,-0.040,692.200,537.12
2019-10-16 20:00:00,155,-6.568,94.7,0,0.010,692.300,537.05
2019-10-16 21:00:00,156,-7.048,92.8,0,-0.020,692.200,536.72
2019-10-16 22:00:00,157,-7.165,95.2,0,-0.020,692.200,536.76
2019-10-16 23:00:00,158,-6.748,89.4,0,-0.010,692.200,536.9
2019-10-17 00:00:00,159,-7.424,86.7,0,-0.050,692.200,536.78
2019-10-17 01:00:00,160,-7.816,85.1,0,-0.010,692.100,536.98
2019-10-17 02:00:00,161,-7.675,83.5,0,-0.010,692.100,537.35
2019-10-17 03:00:00,162,-7.396,75.05,0,-0.030,692.100,537.81
2019-10-17 04:00:00,163,-4.16,37.2,0,0.310,692.400,538.16
2019-10-17 05:00:00,164,-1.348,33.15,0,-0.270,692.100,538.2
2019-10-17 06:00:00,165,-0.159,40.39,0,-0.130,692.000,537.81
2019-10-17 07:00:00,166,0.127,46.57,0,-0.060,692.000,537.4
2019-10-17 08:00:00,167,0.414,55.08,0,-0.050,691.900,536.87
2019-10-17 09:00:00,168,0.522,54.36,0,-0.050,691.900,536.38
2019-10-17 10:00:00,169,0.205,69.02,0,-0.090,691.800,536.22
2019-10-17 11:00:00,170,-1.069,77.07,0,-0.020,691.700,536.24
2019-10-17 12:00:00,171,-2.725,89.8,0,-0.050,0.000,536.27
2019-10-17 13:00:00,172,-3.825,93.6,0,0.030,0.030,536.44
2019-10-17 14:00:00,173,-4.078,95.7,0,-0.030,0.000,536.71
2019-10-17 15:00:00,174,-4.282,88.5,0,-0.010,-0.010,537.15
2019-10-17 16:00:00,175,-3.584,83.4,0,-0.040,-0.050,537.28
2019-10-17 17:00:00,176,-3.458,85.7,0,-0.030,-0.080,537.25
2019-10-17 18:00:00,177,-3.966,71.24,0,-0.040,-0.120,537.22
2019-10-17 19:00:00,178,-4.735,73.11,0,-0.040,-0.160,537.11
2019-10-17 20:00:00,179,-6.193,95.2,0,-0.010,-0.170,537.03
2019-10-17 21:00:00,180,-6.908,96.1,0,0.010,-0.160,536.8
2019-10-17 22:00:00,181,-6.664,95.1,0,-0.030,-0.190,536.55
2019-10-17 23:00:00,182,-5.626,83.4,0,-0.040,-0.230,536.53
